Temperature,Simulations,Return,Discounted Return,Map
1,81,0,1.0,0.985089730404757,"['SHFH', 'FFHH', 'HFFF', 'FFHG']"
1,46,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'FHHG']"
1,18,0,0.0,0.0,"['SFFF', 'FFFH', 'FHHH', 'FFFG']"
1,60,0,1.0,0.9733217421754432,"['SFHH', 'HFHF', 'FFHF', 'FFFG']"
1,8,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFH', 'FHFG']"
1,48,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FFFF', 'HHFG']"
1,5,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HHFG']"
1,67,0,1.0,0.9276389118674717,"['SHFH', 'FHFF', 'FFFF', 'HHFG']"
1,19,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFH', 'HFFG']"
1,14,0,1.0,0.9645880999032158,"['SFFH', 'FFFH', 'HHFF', 'FFFG']"
1,96,0,1.0,0.9056079456455165,"['SFHH', 'HFHH', 'FFFF', 'FFHG']"
1,59,0,1.0,0.9502058312852957,"['SFFH', 'HHFH', 'HHFH', 'HHFG']"
1,83,0,1.0,0.9704017769489168,"['SFFH', 'FHFH', 'FFFH', 'HHFG']"
1,97,0,1.0,0.9791880578299021,"['SFHF', 'FFHF', 'FFHH', 'HFFG']"
1,20,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFF', 'HHHG']"
1,37,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'FFFG']"
1,74,0,1.0,0.9502058312852957,"['SFFF', 'HHFH', 'FFFH', 'FHFG']"
1,66,0,1.0,0.9502058312852957,"['SFHH', 'FFHF', 'HFFF', 'HFHG']"
1,89,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'HHFG']"
1,59,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFFF', 'FFFG']"
1,56,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHFH', 'FHFG']"
1,29,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFH', 'FHFG']"
1,91,0,1.0,0.9645880999032158,"['SHFH', 'FFFH', 'HHFF', 'HHHG']"
1,56,0,1.0,0.9165572373164391,"['SFFF', 'HFHF', 'FFHF', 'HHHG']"
1,5,0,0.0,0.0,"['SFFH', 'FFFF', 'FFFF', 'HFHG']"
1,80,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'HFFH', 'HFFG']"
1,53,0,1.0,0.9138075656044898,"['SFFF', 'HFHH', 'HFFH', 'HFFG']"
1,67,0,1.0,0.9530650263643888,"['SFFF', 'HHFF', 'HFFH', 'HHFG']"
1,36,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFF', 'HHHG']"
1,55,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'HFFF', 'FHFG']"
1,35,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'HHFF', 'HHHG']"
1,39,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HHFG']"
1,77,0,1.0,0.93603800616986,"['SFHF', 'FHFF', 'FFFF', 'FFHG']"
1,87,0,1.0,0.8502341582884777,"['SHHH', 'FFFF', 'HHFH', 'HHFG']"
1,2,0,0.0,0.0,"['SFFF', 'FFFF', 'HFFH', 'FFFG']"
1,47,0,1.0,0.9502058312852957,"['SFFF', 'HFHF', 'HFHF', 'FFFG']"
1,24,0,0.0,0.0,"['SFHF', 'FFFF', 'HFHF', 'FFHG']"
1,36,0,1.0,0.8451404054461714,"['SFHF', 'HFFF', 'HFFH', 'FHFG']"
1,3,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'HHHG']"
1,44,0,0.0,0.0,"['SFFF', 'FHHF', 'FFHH', 'HFFG']"
1,9,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFH', 'FHFG']"
1,36,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HFFF', 'HHFG']"
1,20,0,1.0,0.8947894553945313,"['SFFF', 'FHFF', 'HFHF', 'FFFG']"
1,21,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HFFH', 'HHFG']"
1,80,0,1.0,0.9588092525966956,"['SFFF', 'HHFH', 'FFFF', 'FHHG']"
1,100,0,1.0,0.9445131481500655,"['SFHF', 'FFFF', 'HHFH', 'FHFG']"
1,97,0,1.0,0.9762504936564125,"['SHHH', 'FFFF', 'FFHF', 'FFFG']"
1,82,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FHFF', 'HFHG']"
1,49,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFH', 'HHFG']"
1,7,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHFG']"
1,99,0,1.0,0.9416796087056153,"['SFFF', 'HHFH', 'HHFF', 'FFHG']"
1,57,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'HFFF', 'HHFG']"
1,54,0,1.0,0.93603800616986,"['SHHH', 'FFFF', 'HFHF', 'FFFG']"
1,88,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'HFFH', 'FFFG']"
1,68,0,1.0,0.9704017769489168,"['SHFH', 'FFFH', 'FFFF', 'FFHG']"
1,72,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'FHFH', 'HFFG']"
1,9,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FHFG']"
1,21,0,0.0,0.0,"['SFFH', 'HFHF', 'HFHH', 'HFFG']"
1,97,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FHFF', 'FHFG']"
1,33,0,1.0,0.9473552137914398,"['SFFF', 'HFFH', 'FFFF', 'FHFG']"
1,28,0,1.0,0.9220814271464737,"['SFFH', 'FHFF', 'FHFF', 'HFHG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FHHF', 'HHFG']"
1,37,0,1.0,0.9762504936564125,"['SFHH', 'FFHH', 'FFFF', 'FFFG']"
1,24,0,1.0,0.8947894553945313,"['SHFF', 'FFFF', 'FHFH', 'FFFG']"
1,13,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'FHFG']"
1,65,0,1.0,0.9502058312852957,"['SFFH', 'FFFH', 'FFFF', 'FFHG']"
1,80,0,1.0,0.9704017769489168,"['SFHF', 'FHFF', 'FFFF', 'FFFG']"
1,4,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFF', 'FHHG']"
1,3,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'FHHG']"
1,98,0,1.0,0.9762504936564125,"['SHFF', 'FHHH', 'FFHH', 'FFFG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FHHF', 'FFFG']"
1,28,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHH', 'FFFG']"
1,65,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FHHF', 'HHFG']"
1,6,0,1.0,0.9193151828650342,"['SFFF', 'FHFF', 'HFHF', 'HHHG']"
1,14,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FHFF', 'FHHG']"
1,97,0,1.0,0.9791880578299021,"['SFFH', 'HFHF', 'FFFH', 'HFFG']"
1,28,0,0.0,0.0,"['SFFF', 'HFHH', 'FFHH', 'HFFG']"
1,86,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHFH', 'HFFG']"
1,37,0,1.0,0.8974819010978248,"['SFFH', 'FFFF', 'HHHF', 'HHHG']"
1,37,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFH', 'HFFG']"
1,100,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HFFF', 'HFFG']"
1,59,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'HHHF', 'FFFG']"
1,7,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFH', 'HHFG']"
1,80,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'FHFH', 'FFFG']"
1,77,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFHF', 'FFFG']"
1,23,0,1.0,0.9704017769489168,"['SHFF', 'FFHF', 'FFFF', 'FFFG']"
1,56,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHFF', 'FFHG']"
1,54,0,1.0,0.9248559951318693,"['SFFH', 'FHFH', 'HHFF', 'HFFG']"
1,3,0,0.0,0.0,"['SFHH', 'HFFH', 'FFFF', 'FFHG']"
1,49,0,1.0,0.9704017769489168,"['SHHF', 'FFHF', 'FFHF', 'FFFG']"
1,57,0,1.0,0.9473552137914398,"['SFFF', 'HFFH', 'HFHF', 'HFFG']"
1,35,0,1.0,0.9138075656044898,"['SFFF', 'FFHH', 'FFFF', 'FHFG']"
1,19,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'FHHG']"
1,6,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFF', 'HFHG']"
1,30,0,1.0,0.9083329444789534,"['SFHF', 'HFFF', 'FHFF', 'FFHG']"
1,67,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'FHFH', 'FHFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'HFHG']"
1,93,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'HHFF', 'HFFG']"
1,8,0,1.0,0.8894287717672626,"['SFFF', 'FFFF', 'FFHF', 'HHHG']"
1,56,0,1.0,0.9821344612135428,"['SFFH', 'HFHF', 'FFFF', 'HFFG']"
1,19,0,0.0,0.0,"['SFFH', 'FFFF', 'HHFH', 'FHFG']"
1,95,0,1.0,0.9733217421754432,"['SFHH', 'HFFH', 'FHFF', 'HFFG']"
1,95,0,1.0,0.9445131481500655,"['SFFF', 'FFHF', 'HFHH', 'FFFG']"
1,96,0,1.0,0.9416796087056153,"['SFHF', 'HFHH', 'FFFF', 'FFHG']"
1,21,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HHHF', 'FHFG']"
1,81,0,1.0,0.9821344612135428,"['SFHF', 'FFHF', 'FFFF', 'HHHG']"
1,70,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HFHF', 'FHFG']"
1,38,0,1.0,0.9821344612135428,"['SHHH', 'FHFF', 'FFFF', 'FFFG']"
1,10,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'HHHG']"
1,83,0,1.0,0.9588092525966956,"['SFFH', 'FFFH', 'HHFH', 'HHFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'FFFG']"
1,43,0,0.0,0.0,"['SFHF', 'FHFH', 'FFHF', 'HFFG']"
1,44,0,1.0,0.8006481694852418,"['SFHF', 'HFHH', 'FFFH', 'HHFG']"
1,34,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'HFHG']"
1,2,0,0.0,0.0,"['SFHH', 'FFHF', 'HFHH', 'FFFG']"
1,1,0,0.0,0.0,"['SFHF', 'FFFF', 'HFFF', 'FHFG']"
1,53,0,1.0,0.9110661429076764,"['SFFH', 'FHFF', 'FHHF', 'FHHG']"
1,34,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HHHG']"
1,5,0,0.0,0.0,"['SFFF', 'FFFF', 'HHFH', 'FHFG']"
1,36,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'HHFG']"
1,50,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FHFF', 'HHHG']"
1,59,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'FHHF', 'HHFG']"
1,71,0,1.0,0.9502058312852957,"['SHFF', 'FFFH', 'HHFH', 'FHFG']"
1,88,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HFFF', 'FHFG']"
1,58,0,1.0,0.9110661429076764,"['SFHH', 'FHHH', 'FFFF', 'FHFG']"
1,72,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HFHG']"
1,67,0,1.0,0.8921050870283477,"['SFFF', 'HFFH', 'FFHF', 'FFFG']"
1,14,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'HHHG']"
1,72,0,1.0,0.857932408958235,"['SFHH', 'HFFF', 'HFHH', 'FFFG']"
1,28,0,1.0,0.9559328248389055,"['SHHH', 'FHHH', 'FFFF', 'HFFG']"
1,92,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HHFH', 'HFFG']"
1,68,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'HFFF', 'FHFG']"
1,89,0,1.0,0.9220814271464737,"['SFFF', 'FHFH', 'FHFF', 'HHHG']"
1,47,0,1.0,0.860513950810667,"['SFHF', 'HFHF', 'HFFF', 'FFHG']"
1,97,0,1.0,0.9762504936564125,"['SHHH', 'FFFF', 'HFFF', 'HHFG']"
1,32,0,1.0,0.8527925358961662,"['SFHF', 'FHFF', 'FFFH', 'FHFG']"
1,52,0,1.0,0.8426049842298329,"['SFFH', 'HFFH', 'HFHF', 'HFFG']"
1,87,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFFH', 'FHFG']"
1,89,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FHFF', 'FFFG']"
1,30,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHF', 'HFFG']"
1,63,0,1.0,0.9588092525966956,"['SHFH', 'FHHH', 'FHHH', 'FFFG']"
1,21,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHFF', 'FFFG']"
1,83,0,1.0,0.985089730404757,"['SFFH', 'FHFH', 'FHFF', 'HHFG']"
1,73,0,1.0,0.9791880578299021,"['SFFF', 'FFHH', 'FFFH', 'HFFG']"
1,2,0,0.0,0.0,"['SFFF', 'HFFH', 'HFFF', 'FFHG']"
1,65,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FFFF', 'HHHG']"
1,4,0,0.0,0.0,"['SFFH', 'FHFF', 'FFFF', 'FFHG']"
1,59,0,1.0,0.9416796087056153,"['SFHH', 'FFHF', 'FFFF', 'HHFG']"
1,5,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'HHHG']"
1,24,0,0.0,0.0,"['SFFH', 'FFFF', 'HFHH', 'HFFG']"
1,83,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'HHHF', 'HFHG']"
1,29,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'FFFH', 'FFFG']"
1,46,0,1.0,0.9588092525966956,"['SHHH', 'FFHF', 'FFHH', 'HFFG']"
1,7,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFH', 'FFFG']"
1,67,0,1.0,0.8974819010978248,"['SFHH', 'FFHH', 'FHFF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFHH', 'FFHF', 'FFFG']"
1,82,0,1.0,0.8683052775100066,"['SFFF', 'FFHH', 'FHFF', 'FFFG']"
1,32,0,0.0,0.0,"['SFFF', 'FHHH', 'FFHH', 'HFFG']"
1,88,0,1.0,0.9193151828650342,"['SFFH', 'FHFF', 'FHHF', 'HHFG']"
1,53,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'HFFF', 'HFFG']"
1,63,0,1.0,0.9674905716180701,"['SHFH', 'FHFF', 'FFHH', 'FFFG']"
1,8,0,0.0,0.0,"['SFFF', 'FHFH', 'FHHF', 'FFFG']"
1,85,0,1.0,0.9674905716180701,"['SHHH', 'FHHH', 'FFHH', 'HFFG']"
1,83,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFHF', 'FHFG']"
1,7,0,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'FFFF', 'FFFG']"
1,81,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHHF', 'HHFG']"
1,69,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFFF', 'FHFG']"
1,40,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'HFFG']"
1,79,0,1.0,0.8947894553945313,"['SHHF', 'FFHF', 'FFFH', 'HHFG']"
1,43,0,1.0,0.9388545698794984,"['SHHH', 'FHHF', 'FFFH', 'FFFG']"
1,54,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFHF', 'HFHG']"
1,93,0,1.0,0.9445131481500655,"['SFHH', 'FFFF', 'HHHF', 'FHHG']"
1,5,0,0.0,0.0,"['SFHH', 'FFFH', 'FFFH', 'FFFG']"
1,16,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'HHHG']"
1,28,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'FFHG']"
1,74,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'HFHG']"
1,21,0,1.0,0.884100203995605,"['SHHF', 'FHFF', 'FFHH', 'FFFG']"
1,57,0,1.0,0.9704017769489168,"['SHHF', 'FFFH', 'FFHH', 'HFFG']"
1,20,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'FHFG']"
1,92,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'FHFF', 'HFFG']"
1,16,0,1.0,0.8867604854519608,"['SFFF', 'HHHF', 'FHFF', 'HHFG']"
1,15,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFH', 'FHFG']"
1,18,0,1.0,0.9248559951318693,"['SFFF', 'FHFF', 'FFFH', 'FHFG']"
1,78,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'FFFF', 'HFFG']"
1,68,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'HFHH', 'HFFG']"
1,29,0,0.0,0.0,"['SFHF', 'HFHF', 'FFHF', 'FFFG']"
1,29,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'FHFG']"
1,88,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FHFH', 'FHFG']"
1,38,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHF', 'FFFG']"
1,66,0,1.0,0.8300415167526705,"['SHHF', 'FFHH', 'FFHH', 'HFFG']"
1,42,0,1.0,0.9304302024748964,"['SHFH', 'FFFF', 'HHFF', 'HFFG']"
1,98,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'FFFH', 'HHFG']"
1,58,0,1.0,0.9559328248389055,"['SFHH', 'HFFF', 'HFHF', 'FFFG']"
1,24,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'HHHG']"
1,98,0,1.0,0.8300415167526705,"['SHFF', 'FHHH', 'FFFF', 'HFHG']"
1,5,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'FFHG']"
1,20,0,0.0,0.0,"['SHHF', 'FHFH', 'FHFF', 'FFFG']"
1,81,0,1.0,0.9445131481500655,"['SHHF', 'FFFF', 'HFFH', 'HHFG']"
1,21,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'FFFF', 'HHHG']"
1,34,0,1.0,0.9193151828650342,"['SFHF', 'HFFH', 'FFFH', 'HHFG']"
1,10,0,0.0,0.0,"['SFHH', 'FHFF', 'FHHH', 'FFFG']"
1,23,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HFHG']"
1,8,0,0.0,0.0,"['SFFH', 'HFHF', 'HFHH', 'FFFG']"
1,33,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HHFF', 'HFFG']"
1,95,0,1.0,0.9110661429076764,"['SFFH', 'FFHH', 'FFFF', 'HFHG']"
1,12,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFF', 'FHHG']"
1,16,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HFHG']"
1,90,0,1.0,0.9821344612135428,"['SFHH', 'FFHF', 'FFFF', 'FHHG']"
1,92,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HFFF', 'FHHG']"
1,57,0,1.0,0.9821344612135428,"['SFFF', 'FHFH', 'FHFF', 'HFFG']"
1,4,0,0.0,0.0,"['SFFH', 'FHHH', 'FFHH', 'HFFG']"
1,96,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FFFH', 'FFFG']"
1,13,0,0.0,0.0,"['SHFH', 'FHFF', 'FHHH', 'FFFG']"
1,23,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFF', 'HHHG']"
1,34,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HHHG']"
1,50,0,1.0,0.8527925358961662,"['SFHF', 'HFFH', 'FHFH', 'HHFG']"
1,98,0,1.0,0.884100203995605,"['SHFH', 'FFHF', 'HFFF', 'FHHG']"
1,74,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FHFG']"
1,51,0,1.0,0.9388545698794984,"['SFHH', 'FFHH', 'HFFF', 'FHFG']"
1,16,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHFF', 'FHHG']"
1,41,0,0.0,0.0,"['SFFF', 'HFHF', 'FFFH', 'FHFG']"
1,69,0,1.0,0.9502058312852957,"['SHFF', 'FFFF', 'FFFF', 'HHHG']"
1,32,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'FFFF', 'HFFG']"
1,60,0,1.0,0.985089730404757,"['SFHF', 'FFHF', 'FFFH', 'HFFG']"
1,26,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FFFF', 'HFHG']"
1,87,0,1.0,0.9559328248389055,"['SFFF', 'HHHF', 'HFFF', 'FHFG']"
1,64,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FFHF', 'HHFG']"
1,53,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'HHHF', 'HFHG']"
1,84,0,1.0,0.9791880578299021,"['SHFF', 'FHHF', 'FFFF', 'HFFG']"
1,75,0,1.0,0.9502058312852957,"['SFHH', 'HFFH', 'FFFF', 'FFHG']"
1,59,0,1.0,0.8947894553945313,"['SFFF', 'FHFF', 'FHHH', 'FFFG']"
1,39,0,1.0,0.9138075656044898,"['SFHH', 'HFFH', 'FHFH', 'FFFG']"
1,69,0,1.0,0.9220814271464737,"['SHHF', 'FFFF', 'HHFF', 'FHHG']"
1,33,0,1.0,0.8300415167526705,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,20,0,1.0,0.9762504936564125,"['SFHF', 'FFHF', 'FFFH', 'FFFG']"
1,76,0,1.0,0.8921050870283477,"['SFFF', 'HFHF', 'HFHH', 'HFFG']"
1,87,0,1.0,0.9001824484431542,"['SHHH', 'FFHF', 'HFFF', 'FHFG']"
1,8,0,0.0,0.0,"['SFFF', 'HFHH', 'FFHH', 'HFFG']"
1,42,0,1.0,0.8502341582884777,"['SHHH', 'FFHH', 'HFFH', 'FFFG']"
1,60,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FFFH', 'HFFG']"
1,83,0,1.0,0.9645880999032158,"['SFFH', 'FHFH', 'HFFF', 'HFHG']"
1,58,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'FFFH', 'HFFG']"
1,18,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'HHFG']"
1,3,0,0.0,0.0,"['SHHH', 'FHHF', 'FFHF', 'FFFG']"
1,37,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'FFHF', 'HFHG']"
1,84,0,1.0,0.9733217421754432,"['SHFH', 'FFHH', 'FFHF', 'HFFG']"
1,31,0,0.0,0.0,"['SFHF', 'FFHF', 'FFFH', 'HHFG']"
1,29,0,1.0,0.8527925358961662,"['SHHH', 'FFFH', 'HHFF', 'HFFG']"
1,3,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFF', 'FFFG']"
1,45,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'FHFH', 'FFFG']"
1,81,0,1.0,0.9502058312852957,"['SFFH', 'HHFF', 'HHFH', 'FHFG']"
1,96,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'FFFH', 'HFFG']"
1,41,0,1.0,0.9473552137914398,"['SFHF', 'HFFH', 'HFFF', 'FFHG']"
1,84,0,1.0,0.9645880999032158,"['SHFH', 'FHHH', 'FFFH', 'HFFG']"
1,10,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFH', 'HFFG']"
1,64,0,1.0,0.9220814271464737,"['SFFF', 'HFFH', 'HHFH', 'FFFG']"
1,8,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFF', 'HHHG']"
1,55,0,1.0,0.8761671489944468,"['SFFH', 'HFFF', 'HHHF', 'HHFG']"
1,34,0,1.0,0.8921050870283477,"['SFFH', 'FFFH', 'FFFF', 'HHHG']"
1,56,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'HFFH', 'HFFG']"
1,31,0,1.0,0.9110661429076764,"['SFFH', 'FFHH', 'FHFF', 'FFFG']"
1,27,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHH', 'HFFG']"
1,18,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHH', 'FFFG']"
1,98,0,1.0,0.9165572373164391,"['SFFF', 'HFHH', 'FFFF', 'HHFG']"
1,50,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'FFFF', 'HHHG']"
1,27,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'HFFF', 'HHFG']"
1,60,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'FHHG']"
1,87,0,1.0,0.9530650263643888,"['SFFF', 'FFHF', 'FFHF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'HHHF', 'FFHG']"
1,19,0,1.0,0.9001824484431542,"['SFFH', 'FFFH', 'FFFF', 'HHFG']"
1,67,0,1.0,0.9821344612135428,"['SHHH', 'FFHF', 'FFFF', 'HHFG']"
1,67,0,1.0,0.9530650263643888,"['SFFF', 'HHFH', 'FFFH', 'HHFG']"
1,6,0,0.0,0.0,"['SHFH', 'FFFF', 'FFFH', 'FHFG']"
1,66,0,1.0,0.9821344612135428,"['SFHF', 'FFHF', 'HFHF', 'FFFG']"
1,22,0,0.0,0.0,"['SFHH', 'FHFH', 'FHFH', 'FFFG']"
1,57,0,1.0,0.9445131481500655,"['SHHH', 'FHHF', 'FHHF', 'FFFG']"
1,64,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'FFHG']"
1,27,0,1.0,0.9473552137914398,"['SFHH', 'HFHH', 'FFFF', 'FFFG']"
1,45,0,1.0,0.8788035596734672,"['SFHF', 'FFFH', 'FFFH', 'FHFG']"
1,77,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FFHF', 'HFFG']"
1,90,0,1.0,0.8761671489944468,"['SFHF', 'FHHH', 'FHFH', 'FFFG']"
1,15,0,1.0,0.7887102894272789,"['SFFH', 'FHHH', 'FFFH', 'HFFG']"
1,89,0,1.0,0.9388545698794984,"['SFFH', 'HHFF', 'HHFF', 'HFHG']"
1,85,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'HHHF', 'HHFG']"
1,32,0,1.0,0.8476834558136123,"['SHFH', 'FFHF', 'FHHH', 'FFFG']"
1,76,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FHFF', 'HFHG']"
1,64,0,1.0,0.9445131481500655,"['SHHF', 'FHHF', 'FFHF', 'FFFG']"
1,31,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'FHHF', 'HFFG']"
1,20,0,0.0,0.0,"['SFFF', 'FHFF', 'HHFH', 'FHFG']"
1,72,0,1.0,0.9276389118674717,"['SFFF', 'HFFH', 'HHFH', 'HFFG']"
1,23,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FHHF', 'HFFG']"
1,38,0,1.0,0.985089730404757,"['SFFF', 'FFHH', 'HFHF', 'FFFG']"
1,82,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'HHFG']"
1,26,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HHHF', 'HHFG']"
1,99,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'FFFG']"
